team,team_name,year,week,weekly_attendance
New York,Giants,2008,1,79742
New York,Giants,2008,2,61377
New York,Giants,2008,3,79276
New York,Giants,2008,4,NA
New York,Giants,2008,5,79529
New York,Giants,2008,6,73102
New York,Giants,2008,7,78676
New York,Giants,2008,8,64991
New York,Giants,2008,9,78826
New York,Giants,2008,10,69144
New York,Giants,2008,11,78849
New York,Giants,2008,12,64541
New York,Giants,2008,13,85912
New York,Giants,2008,14,79003
New York,Giants,2008,15,63776
New York,Giants,2008,16,78653
New York,Giants,2008,17,63761
New York,Jets,2008,1,65859
New York,Jets,2008,2,78554
New York,Jets,2008,3,68922
New York,Jets,2008,4,78222
New York,Jets,2008,5,NA
New York,Jets,2008,6,78161
New York,Jets,2008,7,61901
New York,Jets,2008,8,78037
New York,Jets,2008,9,71827
New York,Jets,2008,10,78073
New York,Jets,2008,11,68756
New York,Jets,2008,12,69143
New York,Jets,2008,13,78809
New York,Jets,2008,14,67782
New York,Jets,2008,15,78548
New York,Jets,2008,16,68181
New York,Jets,2008,17,79454
Oakland,Raiders,2008,1,62762
Oakland,Raiders,2008,2,74480
Oakland,Raiders,2008,3,71297
Oakland,Raiders,2008,4,61808
Oakland,Raiders,2008,5,NA
Oakland,Raiders,2008,6,70068
Oakland,Raiders,2008,7,61901
Oakland,Raiders,2008,8,71254
Oakland,Raiders,2008,9,61196
Oakland,Raiders,2008,10,47888
Oakland,Raiders,2008,11,65113
Oakland,Raiders,2008,12,76067
Oakland,Raiders,2008,13,61379
Oakland,Raiders,2008,14,68097
Oakland,Raiders,2008,15,62179
Oakland,Raiders,2008,16,43687
Oakland,Raiders,2008,17,64847
Philadelphia,Eagles,2008,1,69144
Philadelphia,Eagles,2008,2,63472
Philadelphia,Eagles,2008,3,69144
Philadelphia,Eagles,2008,4,62099
Philadelphia,Eagles,2008,5,69144
Philadelphia,Eagles,2008,6,67640
Philadelphia,Eagles,2008,7,NA
Philadelphia,Eagles,2008,8,69144
Philadelphia,Eagles,2008,9,68055
Philadelphia,Eagles,2008,10,69144
Philadelphia,Eagles,2008,11,64633
Philadelphia,Eagles,2008,12,71379
Philadelphia,Eagles,2008,13,69144
Philadelphia,Eagles,2008,14,79003
Philadelphia,Eagles,2008,15,69144
Philadelphia,Eagles,2008,16,82412
Philadelphia,Eagles,2008,17,69144
Pittsburgh,Steelers,2008,1,64001
Pittsburgh,Steelers,2008,2,73048
Pittsburgh,Steelers,2008,3,69144
Pittsburgh,Steelers,2008,4,64038
Pittsburgh,Steelers,2008,5,65908
Pittsburgh,Steelers,2008,6,NA
Pittsburgh,Steelers,2008,7,65860
Pittsburgh,Steelers,2008,8,64991
Pittsburgh,Steelers,2008,9,90512
Pittsburgh,Steelers,2008,10,64043
Pittsburgh,Steelers,2008,11,62051
Pittsburgh,Steelers,2008,12,59854
Pittsburgh,Steelers,2008,13,68756
Pittsburgh,Steelers,2008,14,60594
Pittsburgh,Steelers,2008,15,71502
Pittsburgh,Steelers,2008,16,69143
Pittsburgh,Steelers,2008,17,63553
San Diego,Chargers,2008,1,67115
San Diego,Chargers,2008,2,75915
San Diego,Chargers,2008,3,68922
San Diego,Chargers,2008,4,61808
San Diego,Chargers,2008,5,65063
San Diego,Chargers,2008,6,68704
San Diego,Chargers,2008,7,71602
San Diego,Chargers,2008,8,83226
San Diego,Chargers,2008,9,NA
San Diego,Chargers,2008,10,67510
San Diego,Chargers,2008,11,62051
San Diego,Chargers,2008,12,68428
San Diego,Chargers,2008,13,67200
San Diego,Chargers,2008,14,68097
San Diego,Chargers,2008,15,73842
San Diego,Chargers,2008,16,64778
San Diego,Chargers,2008,17,69131
San Francisco,49ers,2008,1,67186
San Francisco,49ers,2008,2,67951
San Francisco,49ers,2008,3,67249
San Francisco,49ers,2008,4,70008
San Francisco,49ers,2008,5,67650
San Francisco,49ers,2008,6,67640
San Francisco,49ers,2008,7,78676
San Francisco,49ers,2008,8,67504
San Francisco,49ers,2008,9,NA
San Francisco,49ers,2008,10,64519
San Francisco,49ers,2008,11,67573
San Francisco,49ers,2008,12,63272
San Francisco,49ers,2008,13,70988
San Francisco,49ers,2008,14,67782
San Francisco,49ers,2008,15,65893
San Francisco,49ers,2008,16,54948
San Francisco,49ers,2008,17,67519
Seattle,Seahawks,2008,1,71194
Seattle,Seahawks,2008,2,67951
Seattle,Seahawks,2008,3,68012
Seattle,Seahawks,2008,4,NA
Seattle,Seahawks,2008,5,79529
Seattle,Seahawks,2008,6,68302
Seattle,Seahawks,2008,7,64811
Seattle,Seahawks,2008,8,67504
Seattle,Seahawks,2008,9,68055
Seattle,Seahawks,2008,10,64862
Seattle,Seahawks,2008,11,67616
Seattle,Seahawks,2008,12,67771
Seattle,Seahawks,2008,13,63253
Seattle,Seahawks,2008,14,68077
Seattle,Seahawks,2008,15,56123
Seattle,Seahawks,2008,16,68181
Seattle,Seahawks,2008,17,63874
St. Louis,Rams,2008,1,69144
St. Louis,Rams,2008,2,61377
St. Louis,Rams,2008,3,68012
St. Louis,Rams,2008,4,61017
St. Louis,Rams,2008,5,NA
St. Louis,Rams,2008,6,90376
St. Louis,Rams,2008,7,62035
St. Louis,Rams,2008,8,68756
St. Louis,Rams,2008,9,61303
St. Louis,Rams,2008,10,78073
St. Louis,Rams,2008,11,67573
St. Louis,Rams,2008,12,61994
St. Louis,Rams,2008,13,61046
St. Louis,Rams,2008,14,63720
St. Louis,Rams,2008,15,56123
St. Louis,Rams,2008,16,54948
St. Louis,Rams,2008,17,64617
Tampa Bay,Buccaneers,2008,1,69881
Tampa Bay,Buccaneers,2008,2,63611
Tampa Bay,Buccaneers,2008,3,62051
Tampa Bay,Buccaneers,2008,4,64122
Tampa Bay,Buccaneers,2008,5,75480
Tampa Bay,Buccaneers,2008,6,64211
Tampa Bay,Buccaneers,2008,7,64811
Tampa Bay,Buccaneers,2008,8,63254
Tampa Bay,Buccaneers,2008,9,74045
Tampa Bay,Buccaneers,2008,10,NA
Tampa Bay,Buccaneers,2008,11,65278
Tampa Bay,Buccaneers,2008,12,49096
Tampa Bay,Buccaneers,2008,13,64430
Tampa Bay,Buccaneers,2008,14,74113
Tampa Bay,Buccaneers,2008,15,65045
Tampa Bay,Buccaneers,2008,16,64778
Tampa Bay,Buccaneers,2008,17,64847
Tennessee,Titans,2008,1,69143
Tennessee,Titans,2008,2,64540
Tennessee,Titans,2008,3,69143
Tennessee,Titans,2008,4,69143
Tennessee,Titans,2008,5,71131
Tennessee,Titans,2008,6,NA
Tennessee,Titans,2008,7,74200
Tennessee,Titans,2008,8,69143
Tennessee,Titans,2008,9,69143
Tennessee,Titans,2008,10,62124
Tennessee,Titans,2008,11,65258
Tennessee,Titans,2008,12,69143
Tennessee,Titans,2008,13,60112
Tennessee,Titans,2008,14,69143
Tennessee,Titans,2008,15,70831
Tennessee,Titans,2008,16,69143
Tennessee,Titans,2008,17,66721
Washington,Redskins,2008,1,79742
Washington,Redskins,2008,2,88246
Washington,Redskins,2008,3,90060
Washington,Redskins,2008,4,63462
Washington,Redskins,2008,5,69144
Washington,Redskins,2008,6,90376
Washington,Redskins,2008,7,90487
Washington,Redskins,2008,8,54312
Washington,Redskins,2008,9,90512
Washington,Redskins,2008,10,NA
Washington,Redskins,2008,11,90830
Washington,Redskins,2008,12,67771
Washington,Redskins,2008,13,85912
Washington,Redskins,2008,14,71438
Washington,Redskins,2008,15,63996
Washington,Redskins,2008,16,82412
Washington,Redskins,2008,17,67519
Arizona,Cardinals,2009,1,61981
Arizona,Cardinals,2009,2,46520
Arizona,Cardinals,2009,3,62692
Arizona,Cardinals,2009,4,NA
Arizona,Cardinals,2009,5,61819
Arizona,Cardinals,2009,6,67588
Arizona,Cardinals,2009,7,78299
Arizona,Cardinals,2009,8,62031
Arizona,Cardinals,2009,9,62309
Arizona,Cardinals,2009,10,62278
Arizona,Cardinals,2009,11,59839
Arizona,Cardinals,2009,12,69143
Arizona,Cardinals,2009,13,64121
Arizona,Cardinals,2009,14,69732
Arizona,Cardinals,2009,15,40577
Arizona,Cardinals,2009,16,62624
Arizona,Cardinals,2009,17,67597
Atlanta,Falcons,2009,1,67606
Atlanta,Falcons,2009,2,67313
Atlanta,Falcons,2009,3,68756
Atlanta,Falcons,2009,4,NA
Atlanta,Falcons,2009,5,69732
Atlanta,Falcons,2009,6,68082
Atlanta,Falcons,2009,7,81521
Atlanta,Falcons,2009,8,70088
Atlanta,Falcons,2009,9,67982
Atlanta,Falcons,2009,10,73239
Atlanta,Falcons,2009,11,78491
Atlanta,Falcons,2009,12,67029
Atlanta,Falcons,2009,13,69560
Atlanta,Falcons,2009,14,68930
Atlanta,Falcons,2009,15,76866
Atlanta,Falcons,2009,16,68887
Atlanta,Falcons,2009,17,62578
Baltimore,Ravens,2009,1,71099
Baltimore,Ravens,2009,2,66882
Baltimore,Ravens,2009,3,70950
Baltimore,Ravens,2009,4,68756
Baltimore,Ravens,2009,5,71161
Baltimore,Ravens,2009,6,63689
Baltimore,Ravens,2009,7,NA
Baltimore,Ravens,2009,8,71132
Baltimore,Ravens,2009,9,64313
Baltimore,Ravens,2009,10,69023
Baltimore,Ravens,2009,11,71320
Baltimore,Ravens,2009,12,71314
Baltimore,Ravens,2009,13,70286
Baltimore,Ravens,2009,14,70673
Baltimore,Ravens,2009,15,71011
Baltimore,Ravens,2009,16,64068
Baltimore,Ravens,2009,17,38400
Buffalo,Bills,2009,1,68756
Buffalo,Bills,2009,2,70318
Buffalo,Bills,2009,3,70261
Buffalo,Bills,2009,4,65523
Buffalo,Bills,2009,5,70526
Buffalo,Bills,2009,6,76048
Buffalo,Bills,2009,7,73497
Buffalo,Bills,2009,8,69790
Buffalo,Bills,2009,9,NA
Buffalo,Bills,2009,10,69143
Buffalo,Bills,2009,11,47757
Buffalo,Bills,2009,12,70155
Buffalo,Bills,2009,13,51567
Buffalo,Bills,2009,14,68668
Buffalo,Bills,2009,15,70000
Buffalo,Bills,2009,16,68887
Buffalo,Bills,2009,17,69848
Carolina,Panthers,2009,1,73599
Carolina,Panthers,2009,2,67313
Carolina,Panthers,2009,3,90588
Carolina,Panthers,2009,4,NA
Carolina,Panthers,2009,5,73487
Carolina,Panthers,2009,6,62422
Carolina,Panthers,2009,7,73497
Carolina,Panthers,2009,8,62031
Carolina,Panthers,2009,9,70011
Carolina,Panthers,2009,10,73239
Carolina,Panthers,2009,11,73475
Carolina,Panthers,2009,12,76381
Carolina,Panthers,2009,13,72455
Carolina,Panthers,2009,14,68756
Carolina,Panthers,2009,15,73515
Carolina,Panthers,2009,16,78809
Carolina,Panthers,2009,17,73047
Chicago,Bears,2009,1,70920
Chicago,Bears,2009,2,62231
Chicago,Bears,2009,3,67938
Chicago,Bears,2009,4,62192
Chicago,Bears,2009,5,NA
Chicago,Bears,2009,6,68082
Chicago,Bears,2009,7,64900
Chicago,Bears,2009,8,62262
Chicago,Bears,2009,9,62309
Chicago,Bears,2009,10,69732
Chicago,Bears,2009,11,62421
Chicago,Bears,2009,12,63854
Chicago,Bears,2009,13,61892
Chicago,Bears,2009,14,62214
Chicago,Bears,2009,15,71011
Chicago,Bears,2009,16,62479
Chicago,Bears,2009,17,56677
Cincinnati,Bengals,2009,1,62831
Cincinnati,Bengals,2009,2,70678
Cincinnati,Bengals,2009,3,64538
Cincinnati,Bengals,2009,4,69844
Cincinnati,Bengals,2009,5,71161
Cincinnati,Bengals,2009,6,64019
Cincinnati,Bengals,2009,7,64900
Cincinnati,Bengals,2009,8,NA
Cincinnati,Bengals,2009,9,64313
Cincinnati,Bengals,2009,10,65392
Cincinnati,Bengals,2009,11,34112
Cincinnati,Bengals,2009,12,64553
Cincinnati,Bengals,2009,13,62545
Cincinnati,Bengals,2009,14,63854
Cincinnati,Bengals,2009,15,68889
Cincinnati,Bengals,2009,16,64333
Cincinnati,Bengals,2009,17,79106
Cleveland,Browns,2009,1,70560
Cleveland,Browns,2009,2,73931
Cleveland,Browns,2009,3,70950
Cleveland,Browns,2009,4,69844
Cleveland,Browns,2009,5,70526
Cleveland,Browns,2009,6,64398
Cleveland,Browns,2009,7,69797
Cleveland,Browns,2009,8,62262
Cleveland,Browns,2009,9,NA
Cleveland,Browns,2009,10,69023
Cleveland,Browns,2009,11,43170
Cleveland,Browns,2009,12,64553
Cleveland,Browns,2009,13,67978
Cleveland,Browns,2009,14,69009
Cleveland,Browns,2009,15,53315
Cleveland,Browns,2009,16,67964
Cleveland,Browns,2009,17,66935
Dallas,Cowboys,2009,1,63806
Dallas,Cowboys,2009,2,105121
Dallas,Cowboys,2009,3,90588
Dallas,Cowboys,2009,4,76440
Dallas,Cowboys,2009,5,71214
Dallas,Cowboys,2009,6,NA
Dallas,Cowboys,2009,7,81521
Dallas,Cowboys,2009,8,80886
Dallas,Cowboys,2009,9,69144
Dallas,Cowboys,2009,10,70894
Dallas,Cowboys,2009,11,85277
Dallas,Cowboys,2009,12,83489
Dallas,Cowboys,2009,13,79244
Dallas,Cowboys,2009,14,90552
Dallas,Cowboys,2009,15,70213
Dallas,Cowboys,2009,16,88221
Dallas,Cowboys,2009,17,100621
Denver,Broncos,2009,1,62831
Denver,Broncos,2009,2,73931
Denver,Broncos,2009,3,45602
Denver,Broncos,2009,4,76440
Denver,Broncos,2009,5,76011
Denver,Broncos,2009,6,68615
Denver,Broncos,2009,7,NA
Denver,Broncos,2009,8,71132
Denver,Broncos,2009,9,76716
Denver,Broncos,2009,10,85247
Denver,Broncos,2009,11,74707
Denver,Broncos,2009,12,74896
Denver,Broncos,2009,13,68912
Denver,Broncos,2009,14,67248
Denver,Broncos,2009,15,74502
Denver,Broncos,2009,16,69144
Denver,Broncos,2009,17,73725
Detroit,Lions,2009,1,69719
Detroit,Lions,2009,2,56269
Detroit,Lions,2009,3,40896
Detroit,Lions,2009,4,62192
Detroit,Lions,2009,5,59333
Detroit,Lions,2009,6,70801
Detroit,Lions,2009,7,NA
Detroit,Lions,2009,8,40857
Detroit,Lions,2009,9,67003
Detroit,Lions,2009,10,63854
Detroit,Lions,2009,11,43170
Detroit,Lions,2009,12,57383
Detroit,Lions,2009,13,62545
Detroit,Lions,2009,14,70673
Detroit,Lions,2009,15,40577
Detroit,Lions,2009,16,69732
Detroit,Lions,2009,17,56677
Green Bay,Packers,2009,1,70920
Green Bay,Packers,2009,2,70678
Green Bay,Packers,2009,3,60234
Green Bay,Packers,2009,4,63846
Green Bay,Packers,2009,5,NA
Green Bay,Packers,2009,6,70801
Green Bay,Packers,2009,7,69797
Green Bay,Packers,2009,8,71213
Green Bay,Packers,2009,9,62994
Green Bay,Packers,2009,10,70894
Green Bay,Packers,2009,11,70445
Green Bay,Packers,2009,12,57383
Green Bay,Packers,2009,13,70286
Green Bay,Packers,2009,14,62214
Green Bay,Packers,2009,15,57452
Green Bay,Packers,2009,16,70429
Green Bay,Packers,2009,17,67597
Houston,Texans,2009,1,70118
Houston,Texans,2009,2,69143
Houston,Texans,2009,3,70083
Houston,Texans,2009,4,70291
Houston,Texans,2009,5,61819
Houston,Texans,2009,6,64019
Houston,Texans,2009,7,70820
Houston,Texans,2009,8,69790
Houston,Texans,2009,9,66033
Houston,Texans,2009,10,NA
Houston,Texans,2009,11,71153
Houston,Texans,2009,12,70990
Houston,Texans,2009,13,42079
Houston,Texans,2009,14,70380
Houston,Texans,2009,15,46256
Houston,Texans,2009,16,65847
Houston,Texans,2009,17,71029
Indianapolis,Colts,2009,1,65757
Indianapolis,Colts,2009,2,66227
Indianapolis,Colts,2009,3,62692
Indianapolis,Colts,2009,4,66112
Indianapolis,Colts,2009,5,69143
Indianapolis,Colts,2009,6,NA
Indianapolis,Colts,2009,7,60108
Indianapolis,Colts,2009,8,66229
Indianapolis,Colts,2009,9,66033
Indianapolis,Colts,2009,10,67476
Indianapolis,Colts,2009,11,71320
Indianapolis,Colts,2009,12,70990
Indianapolis,Colts,2009,13,66321
Indianapolis,Colts,2009,14,67248
Indianapolis,Colts,2009,15,63753
Indianapolis,Colts,2009,16,67222
Indianapolis,Colts,2009,17,69848
Jacksonville,Jaguars,2009,1,65757
Jacksonville,Jaguars,2009,2,46520
Jacksonville,Jaguars,2009,3,70083
Jacksonville,Jaguars,2009,4,49014
Jacksonville,Jaguars,2009,5,67228
Jacksonville,Jaguars,2009,6,42088
Jacksonville,Jaguars,2009,7,NA
Jacksonville,Jaguars,2009,8,69143
Jacksonville,Jaguars,2009,9,45546
Jacksonville,Jaguars,2009,10,76313
Jacksonville,Jaguars,2009,11,47757
Jacksonville,Jaguars,2009,12,69732
Jacksonville,Jaguars,2009,13,42079
Jacksonville,Jaguars,2009,14,60457
Jacksonville,Jaguars,2009,15,63753
Jacksonville,Jaguars,2009,16,68756
Jacksonville,Jaguars,2009,17,66935
Kansas City,Chiefs,2009,1,71099
Kansas City,Chiefs,2009,2,69169
Kansas City,Chiefs,2009,3,69144
Kansas City,Chiefs,2009,4,69238
Kansas City,Chiefs,2009,5,71214
Kansas City,Chiefs,2009,6,79572
Kansas City,Chiefs,2009,7,69337
Kansas City,Chiefs,2009,8,NA
Kansas City,Chiefs,2009,9,45546
Kansas City,Chiefs,2009,10,40720
Kansas City,Chiefs,2009,11,70261
Kansas City,Chiefs,2009,12,65280
Kansas City,Chiefs,2009,13,68912
Kansas City,Chiefs,2009,14,68668
Kansas City,Chiefs,2009,15,53315
Kansas City,Chiefs,2009,16,64333
Kansas City,Chiefs,2009,17,73725
Miami,Dolphins,2009,1,67606
Miami,Dolphins,2009,2,66227
Miami,Dolphins,2009,3,67230
Miami,Dolphins,2009,4,65523
Miami,Dolphins,2009,5,69767
Miami,Dolphins,2009,6,NA
Miami,Dolphins,2009,7,66689
Miami,Dolphins,2009,8,77531
Miami,Dolphins,2009,9,68756
Miami,Dolphins,2009,10,66085
Miami,Dolphins,2009,11,73475
Miami,Dolphins,2009,12,70155
Miami,Dolphins,2009,13,70102
Miami,Dolphins,2009,14,60457
Miami,Dolphins,2009,15,69143
Miami,Dolphins,2009,16,65847
Miami,Dolphins,2009,17,70102
Minnesota,Vikings,2009,1,70560
Minnesota,Vikings,2009,2,56269
Minnesota,Vikings,2009,3,63398
Minnesota,Vikings,2009,4,63846
Minnesota,Vikings,2009,5,60166
Minnesota,Vikings,2009,6,63689
Minnesota,Vikings,2009,7,65597
Minnesota,Vikings,2009,8,71213
Minnesota,Vikings,2009,9,NA
Minnesota,Vikings,2009,10,63854
Minnesota,Vikings,2009,11,63854
Minnesota,Vikings,2009,12,63854
Minnesota,Vikings,2009,13,64121
Minnesota,Vikings,2009,14,63854
Minnesota,Vikings,2009,15,73515
Minnesota,Vikings,2009,16,62479
Minnesota,Vikings,2009,17,63854
New England,Patriots,2009,1,68756
New England,Patriots,2009,2,78312
New England,Patriots,2009,3,68756
New England,Patriots,2009,4,68756
New England,Patriots,2009,5,76011
New England,Patriots,2009,6,68756
New England,Patriots,2009,7,84254
New England,Patriots,2009,8,NA
New England,Patriots,2009,9,68756
New England,Patriots,2009,10,67476
New England,Patriots,2009,11,68756
New England,Patriots,2009,12,70768
New England,Patriots,2009,13,70102
New England,Patriots,2009,14,68756
New England,Patriots,2009,15,70000
New England,Patriots,2009,16,68756
New England,Patriots,2009,17,71029
New Orleans,Saints,2009,1,69719
New Orleans,Saints,2009,2,69144
New Orleans,Saints,2009,3,70261
New Orleans,Saints,2009,4,70009
New Orleans,Saints,2009,5,NA
New Orleans,Saints,2009,6,70011
New Orleans,Saints,2009,7,66689
New Orleans,Saints,2009,8,70088
New Orleans,Saints,2009,9,70011
New Orleans,Saints,2009,10,59858
New Orleans,Saints,2009,11,62720
New Orleans,Saints,2009,12,70768
New Orleans,Saints,2009,13,84520
New Orleans,Saints,2009,14,68930
New Orleans,Saints,2009,15,70213
New Orleans,Saints,2009,16,70021
New Orleans,Saints,2009,17,73047
New York,Giants,2009,1,78206
New York,Giants,2009,2,105121
New York,Giants,2009,3,63689
New York,Giants,2009,4,69238
New York,Giants,2009,5,79012
New York,Giants,2009,6,70011
New York,Giants,2009,7,78299
New York,Giants,2009,8,69144
New York,Giants,2009,9,78774
New York,Giants,2009,10,NA
New York,Giants,2009,11,78491
New York,Giants,2009,12,74896
New York,Giants,2009,13,79244
New York,Giants,2009,14,78780
New York,Giants,2009,15,78359
New York,Giants,2009,16,78809
New York,Giants,2009,17,63854
New York,Jets,2009,1,70118
New York,Jets,2009,2,78312
New York,Jets,2009,3,75863
New York,Jets,2009,4,70009
New York,Jets,2009,5,69767
New York,Jets,2009,6,76048
New York,Jets,2009,7,39354
New York,Jets,2009,8,77531
New York,Jets,2009,9,NA
New York,Jets,2009,10,76313
New York,Jets,2009,11,68756
New York,Jets,2009,12,76381
New York,Jets,2009,13,51567
New York,Jets,2009,14,62731
New York,Jets,2009,15,76866
New York,Jets,2009,16,67222
New York,Jets,2009,17,79106
Oakland,Raiders,2009,1,61940
Oakland,Raiders,2009,2,69169
Oakland,Raiders,2009,3,45602
Oakland,Raiders,2009,4,70291
Oakland,Raiders,2009,5,79012
Oakland,Raiders,2009,6,49642
Oakland,Raiders,2009,7,39354
Oakland,Raiders,2009,8,67016
Oakland,Raiders,2009,9,NA
Oakland,Raiders,2009,10,40720
Oakland,Raiders,2009,11,34112
Oakland,Raiders,2009,12,83489
Oakland,Raiders,2009,13,61820
Oakland,Raiders,2009,14,44506
Oakland,Raiders,2009,15,74502
Oakland,Raiders,2009,16,67964
Oakland,Raiders,2009,17,38400
Philadelphia,Eagles,2009,1,73599
Philadelphia,Eagles,2009,2,69144
Philadelphia,Eagles,2009,3,69144
Philadelphia,Eagles,2009,4,NA
Philadelphia,Eagles,2009,5,69144
Philadelphia,Eagles,2009,6,49642
Philadelphia,Eagles,2009,7,88241
Philadelphia,Eagles,2009,8,69144
Philadelphia,Eagles,2009,9,69144
Philadelphia,Eagles,2009,10,68879
Philadelphia,Eagles,2009,11,62421
Philadelphia,Eagles,2009,12,69144
Philadelphia,Eagles,2009,13,69560
Philadelphia,Eagles,2009,14,78780
Philadelphia,Eagles,2009,15,69144
Philadelphia,Eagles,2009,16,69144
Philadelphia,Eagles,2009,17,100621
Pittsburgh,Steelers,2009,1,65110
Pittsburgh,Steelers,2009,2,62231
Pittsburgh,Steelers,2009,3,64538
Pittsburgh,Steelers,2009,4,64045
Pittsburgh,Steelers,2009,5,59333
Pittsburgh,Steelers,2009,6,64398
Pittsburgh,Steelers,2009,7,65597
Pittsburgh,Steelers,2009,8,NA
Pittsburgh,Steelers,2009,9,76716
Pittsburgh,Steelers,2009,10,65392
Pittsburgh,Steelers,2009,11,70261
Pittsburgh,Steelers,2009,12,71314
Pittsburgh,Steelers,2009,13,61820
Pittsburgh,Steelers,2009,14,69009
Pittsburgh,Steelers,2009,15,57452
Pittsburgh,Steelers,2009,16,64068
Pittsburgh,Steelers,2009,17,70102
San Diego,Chargers,2009,1,61940
San Diego,Chargers,2009,2,66882
San Diego,Chargers,2009,3,67230
San Diego,Chargers,2009,4,64045
San Diego,Chargers,2009,5,NA
San Diego,Chargers,2009,6,68615
San Diego,Chargers,2009,7,69337
San Diego,Chargers,2009,8,67016
San Diego,Chargers,2009,9,78774
San Diego,Chargers,2009,10,68879
San Diego,Chargers,2009,11,74707
San Diego,Chargers,2009,12,65280
San Diego,Chargers,2009,13,67978
San Diego,Chargers,2009,14,90552
San Diego,Chargers,2009,15,68889
San Diego,Chargers,2009,16,69143
San Diego,Chargers,2009,17,67554
San Francisco,49ers,2009,1,61981
San Francisco,49ers,2009,2,69732
San Francisco,49ers,2009,3,63398
San Francisco,49ers,2009,4,69732
San Francisco,49ers,2009,5,69732
San Francisco,49ers,2009,6,NA
San Francisco,49ers,2009,7,70820
San Francisco,49ers,2009,8,66229
San Francisco,49ers,2009,9,69732
San Francisco,49ers,2009,10,69732
San Francisco,49ers,2009,11,70445
San Francisco,49ers,2009,12,69732
San Francisco,49ers,2009,13,67761
San Francisco,49ers,2009,14,69732
San Francisco,49ers,2009,15,69144
San Francisco,49ers,2009,16,69732
San Francisco,49ers,2009,17,47965
Seattle,Seahawks,2009,1,67610
Seattle,Seahawks,2009,2,69732
Seattle,Seahawks,2009,3,67938
Seattle,Seahawks,2009,4,66112
Seattle,Seahawks,2009,5,67228
Seattle,Seahawks,2009,6,67588
Seattle,Seahawks,2009,7,NA
Seattle,Seahawks,2009,8,80886
Seattle,Seahawks,2009,9,67003
Seattle,Seahawks,2009,10,62278
Seattle,Seahawks,2009,11,63854
Seattle,Seahawks,2009,12,47475
Seattle,Seahawks,2009,13,67761
Seattle,Seahawks,2009,14,70380
Seattle,Seahawks,2009,15,67011
Seattle,Seahawks,2009,16,70429
Seattle,Seahawks,2009,17,67002
St. Louis,Rams,2009,1,67610
St. Louis,Rams,2009,2,87780
St. Louis,Rams,2009,3,60234
St. Louis,Rams,2009,4,69732
St. Louis,Rams,2009,5,60166
St. Louis,Rams,2009,6,42088
St. Louis,Rams,2009,7,60108
St. Louis,Rams,2009,8,40857
St. Louis,Rams,2009,9,NA
St. Louis,Rams,2009,10,59858
St. Louis,Rams,2009,11,59839
St. Louis,Rams,2009,12,47475
St. Louis,Rams,2009,13,61892
St. Louis,Rams,2009,14,69143
St. Louis,Rams,2009,15,46256
St. Louis,Rams,2009,16,62624
St. Louis,Rams,2009,17,47965
Tampa Bay,Buccaneers,2009,1,63806
Tampa Bay,Buccaneers,2009,2,70318
Tampa Bay,Buccaneers,2009,3,63689
Tampa Bay,Buccaneers,2009,4,86412
Tampa Bay,Buccaneers,2009,5,69144
Tampa Bay,Buccaneers,2009,6,62422
Tampa Bay,Buccaneers,2009,7,84254
Tampa Bay,Buccaneers,2009,8,NA
Tampa Bay,Buccaneers,2009,9,62994
Tampa Bay,Buccaneers,2009,10,66085
Tampa Bay,Buccaneers,2009,11,62720
Tampa Bay,Buccaneers,2009,12,67029
Tampa Bay,Buccaneers,2009,13,72455
Tampa Bay,Buccaneers,2009,14,62731
Tampa Bay,Buccaneers,2009,15,67011
Tampa Bay,Buccaneers,2009,16,70021
Tampa Bay,Buccaneers,2009,17,62578
Tennessee,Titans,2009,1,65110
Tennessee,Titans,2009,2,69143
Tennessee,Titans,2009,3,75863
Tennessee,Titans,2009,4,49014
Tennessee,Titans,2009,5,69143
Tennessee,Titans,2009,6,68756
Tennessee,Titans,2009,7,NA
Tennessee,Titans,2009,8,69143
Tennessee,Titans,2009,9,69732
Tennessee,Titans,2009,10,69143
Tennessee,Titans,2009,11,71153
Tennessee,Titans,2009,12,69143
Tennessee,Titans,2009,13,66321
Tennessee,Titans,2009,14,69143
Tennessee,Titans,2009,15,69143
Tennessee,Titans,2009,16,69143
Tennessee,Titans,2009,17,67002
Washington,Redskins,2009,1,78206
Washington,Redskins,2009,2,87780
Washington,Redskins,2009,3,40896
Washington,Redskins,2009,4,86412
Washington,Redskins,2009,5,73487
Washington,Redskins,2009,6,79572
Washington,Redskins,2009,7,88241
Washington,Redskins,2009,8,NA
Washington,Redskins,2009,9,67982
Washington,Redskins,2009,10,85247
Washington,Redskins,2009,11,85277
Washington,Redskins,2009,12,69144
Washington,Redskins,2009,13,84520
Washington,Redskins,2009,14,44506
Washington,Redskins,2009,15,78359
Washington,Redskins,2009,16,88221
Washington,Redskins,2009,17,67554
Arizona,Cardinals,2010,1,52440
Arizona,Cardinals,2010,2,66824
Arizona,Cardinals,2010,3,62439
Arizona,Cardinals,2010,4,62189
Arizona,Cardinals,2010,5,62621
Arizona,Cardinals,2010,6,NA
Arizona,Cardinals,2010,7,67132
Arizona,Cardinals,2010,8,61857
Arizona,Cardinals,2010,9,64120
Arizona,Cardinals,2010,10,61904
Arizona,Cardinals,2010,11,66247
Arizona,Cardinals,2010,12,62308
Arizona,Cardinals,2010,13,61874
Arizona,Cardinals,2010,14,62223
